tol_id,tbrc_id,primary_name,prefered_wylie,name_variant,lang_tag
13124,P2AG29,Jigme Kundrol Namgyel,jigs med kun grol rnam rgyal,Khedrub Jigme Namgyel,en
13125,P2AG34,"The First Humrel, Namkha Gyeltsen",hum ral 01 rnam mkha' rgyal mtshan,hum ral 01,bo-x-ewts
13125,P2AG34,"The First Humrel, Namkha Gyeltsen",hum ral 01 rnam mkha' rgyal mtshan,Humral 01,en
13125,P2AG34,"The First Humrel, Namkha Gyeltsen",hum ral 01 rnam mkha' rgyal mtshan,Dung Dung Namkha Gyeltsen,en
13125,P2AG34,"The First Humrel, Namkha Gyeltsen",hum ral 01 rnam mkha' rgyal mtshan,drung drung rnam mkha' rgyal mtshan,bo-x-ewts
13126,P2AG35,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,kun chab 'gyur med,bo-x-ewts
13126,P2AG35,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,pad tshal gling sprul sku 04,bo-x-ewts
13126,P2AG35,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,Kunchab Gyurme ,en
13126,P2AG35,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,Petsaling Tulku 04,en
13126,P2AG35,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,Kunzang Ngedon Tendzin Chogyel ,en
13127,P2AG36,Ngawang Tenzin Gyatso,ngag dbang bstan 'dzin rgya mtsho,sangs rgyas nor bu,bo-x-ewts
13127,P2AG36,Ngawang Tenzin Gyatso,ngag dbang bstan 'dzin rgya mtsho,Sanggye Norbu ,en
13128,P2AG33,"The Tenth Peling Tukse, Tekchok Tenpai Gyeltsen",pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,bo-x-ewts
13128,P2AG33,"The Tenth Peling Tukse, Tekchok Tenpai Gyeltsen",pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,Peling Tukse 10 Tekchog Tenpai Gyeltsen ,en
13128,P2AG33,"The Tenth Peling Tukse, Tekchok Tenpai Gyeltsen",pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,thugs sras rin po che,bo-x-ewts
13128,P2AG33,"The Tenth Peling Tukse, Tekchok Tenpai Gyeltsen",pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,Tukse Rinpoche ,en
13133,P3AG16,"The Third Gangteng, Kunzang Trinle Namgyel",sgang steng 03 kun bzang 'phrin las rnam rgyal,sgang steng 03 kun bzang 'phrin las rnam rgyal,bo-x-ewts
13133,P3AG16,"The Third Gangteng, Kunzang Trinle Namgyel",sgang steng 03 kun bzang 'phrin las rnam rgyal,Gangteng Tulku 03 Kunzang Trinle Namgyel ,en
13133,P3AG16,"The Third Gangteng, Kunzang Trinle Namgyel",sgang steng 03 kun bzang 'phrin las rnam rgyal,pad gling rgyal sras 03,bo-x-ewts
13133,P3AG16,"The Third Gangteng, Kunzang Trinle Namgyel",sgang steng 03 kun bzang 'phrin las rnam rgyal,Peling Gyelse 03,en
13135,P3AG18,Namtrul Namkha Yeshe,rnam sprul nam mkha' ye shes,nam mkha' ye shes,bo-x-ewts
13139,P3AG24,Ayu Khandro Dorje Peldron,a g.yu mkha' 'gro rdo rje dpal sgron,bde chen mkha' 'gro,bo-x-ewts
13139,P3AG24,Ayu Khandro Dorje Peldron,a g.yu mkha' 'gro rdo rje dpal sgron,tshe dbang dpal sgron,bo-x-ewts
13139,P3AG24,Ayu Khandro Dorje Peldron,a g.yu mkha' 'gro rdo rje dpal sgron,Dechen Khandro ,en
13139,P3AG24,Ayu Khandro Dorje Peldron,a g.yu mkha' 'gro rdo rje dpal sgron,Tsewang Peldron ,en
13140,P3AG25,Khedrub Kunzang Gyeltsen,mkhas grub kun bzang rgyal mtshan,kun bzang rgyal mtshan,bo-x-ewts
13140,P3AG25,Khedrub Kunzang Gyeltsen,mkhas grub kun bzang rgyal mtshan,Kunzang Gyeltsen,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,stag lung pa sangs rgyas dbon grags pa dpal,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,stag lung pa sangs rgyas dbon,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,sangs rgyas dbon grags pa dpal 'od,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,sangs rgyas dbon ,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,dbon po dpal ,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,mchog sprul sangs rgyas dbon po,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,dbon po bla ma rin po che dpal,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,dbon po dpal grags pa dpal 'od gser bzang po ,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,grags pa dpal 'od zer bzang po ,bo-x-ewts
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Kīrtiśrīraśmibhadra,sa-x-iast
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Wonpo Lama Rinchen Pel,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Wonpo Pel,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Drakpa Pel Wozer Zangpo,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Choktrul Sanggye Wonpo,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Sanggye Won,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Sanggye Won Drakpa Pel Wo,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Taklungpa Sanggye Won,en
13141,p1019,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,Taklungpa Sanggye Won Drakpa Pel,en
13142,P3AG26,"The Sixth Gangteng, Tenpai Nyima",sgang steng 06 bstan pa'i nyi ma,sgang steng 06 bstan pa'i nyi ma,bo-x-ewts
13142,P3AG26,"The Sixth Gangteng, Tenpai Nyima",sgang steng 06 bstan pa'i nyi ma,pad gling rgyal sras 06,bo-x-ewts
13142,P3AG26,"The Sixth Gangteng, Tenpai Nyima",sgang steng 06 bstan pa'i nyi ma,Peling Gyelse 06,en
13142,P3AG26,"The Sixth Gangteng, Tenpai Nyima",sgang steng 06 bstan pa'i nyi ma,Gangteng 06 Tenpai Nyima,en
13143,P3AG27,"The Seventh Gangteng, Orgyen Tenpai Nyinje",sgang steng 07 o rgyan bstan pa'i nyin byed,pad gling rgyal sras 07,bo-x-ewts
13143,P3AG27,"The Seventh Gangteng, Orgyen Tenpai Nyinje",sgang steng 07 o rgyan bstan pa'i nyin byed,sgang steng 07 o rgyan bstan pa'i nyin byed,bo-x-ewts
13143,P3AG27,"The Seventh Gangteng, Orgyen Tenpai Nyinje",sgang steng 07 o rgyan bstan pa'i nyin byed,Peling Gyelse 07,en
13143,P3AG27,"The Seventh Gangteng, Orgyen Tenpai Nyinje",sgang steng 07 o rgyan bstan pa'i nyin byed,Gangteng 07 Orgyen Tenpai Nyinje ,en
13145,P3AG29,"The Fourth Gangteng, Tendzin Sizhi Namgyel",sgang steng 04 bstan 'dzin srid zhi rnam rgyal,sgang steng sprul sku 04 bstan 'dzin srid zhi rnam rgyal,bo-x-ewts
13145,P3AG29,"The Fourth Gangteng, Tendzin Sizhi Namgyel",sgang steng 04 bstan 'dzin srid zhi rnam rgyal,pad gling rgyal sras 04,bo-x-ewts
13145,P3AG29,"The Fourth Gangteng, Tendzin Sizhi Namgyel",sgang steng 04 bstan 'dzin srid zhi rnam rgyal,Gangten Tulku Tendzin Sizhi Namgyel,en
13145,P3AG29,"The Fourth Gangteng, Tendzin Sizhi Namgyel",sgang steng 04 bstan 'dzin srid zhi rnam rgyal,Peling Gyelse 04,en
13146,P3AG30,"The Fifth Gangteng, Orgyen Gelek Namgyel",sgang steng 05 o rgyan dge legs rnam rgyal,sgang steng sprul sku 05 o rgyan dge legs rnam rgyal,bo-x-ewts
13146,P3AG30,"The Fifth Gangteng, Orgyen Gelek Namgyel",sgang steng 05 o rgyan dge legs rnam rgyal,pad gling rgyal sras 05,bo-x-ewts
13146,P3AG30,"The Fifth Gangteng, Orgyen Gelek Namgyel",sgang steng 05 o rgyan dge legs rnam rgyal,Gangteng Tulku 05 Orgyen Gelek Namgyel,en
13146,P3AG30,"The Fifth Gangteng, Orgyen Gelek Namgyel",sgang steng 05 o rgyan dge legs rnam rgyal,Peling Gyelse 05,en
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,ser gyi po ti,bo-x-ewts
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,slob dpon khyi bzhes,bo-x-ewts
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,sgrub thob khyi bzhes,bo-x-ewts
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,mdo sngags rin chen,bo-x-ewts
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,Donga Rinchen ,en
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,Sergipoti,en
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,Drubtob Khizhe ,en
13147,P3AG31,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,Lopon Khizhe ,en
13148,P3JM110,"The First Dzogchen Kongtrul, Konchok Tenpai Gyeltsen",rdzogs chen kong sprul 01 dkon mchog bstan pa'i rgyal mtshan,rdzogs chen kong sprul 01 ,bo-x-ewts
13148,P3JM110,"The First Dzogchen Kongtrul, Konchok Tenpai Gyeltsen",rdzogs chen kong sprul 01 dkon mchog bstan pa'i rgyal mtshan,Dzogchen Kongtrul 01,en
13149,P3AG39,"The Second Dzogchen Kongtrul, Konchok Jigme Wangpo",rdzogs chen kong sprul 02 dkon mchog 'jigs med dbang po,rdzogs chen kong sprul 02 ,bo-x-ewts
13149,P3AG39,"The Second Dzogchen Kongtrul, Konchok Jigme Wangpo",rdzogs chen kong sprul 02 dkon mchog 'jigs med dbang po,Dzogchen Kongtrul 02,en
13150,P3AG40,"The Second Dzogchen Khyentse, Zhonnu Lodro",rdzogs chen mkhyen brtse 02 gzhon nu blo gros,rdzogs chen mkhyen brtse 02 ,bo-x-ewts
13150,P3AG40,"The Second Dzogchen Khyentse, Zhonnu Lodro",rdzogs chen mkhyen brtse 02 gzhon nu blo gros,Dzogchen Khyentse 02 ,en
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,rdzogs chen dpon slob 05 ,bo-x-ewts
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,dpon slob 05 dkon mchog bstan pa'i nyi ma,bo-x-ewts
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,dkon mchog bstan pa'i nyi ma ’jigs med 'od gsal rdo rje,bo-x-ewts
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,Konchok Tenpai Nyima Jigme Wosel Dorje ,en
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,Dzogchen Ponlob 05 Konchok Tenpai Nyima ,en
13151,P3AG41,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,Ponlob 05 Konchok Tenpai Nyima ,en
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,rdzogs chen dpon slob 06 ,bo-x-ewts
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,dpon slob 06 'jigs bral tshe dbang rdo rje,bo-x-ewts
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,thub bstan 'jigs bral tshe dbang rdo rje,bo-x-ewts
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,jigs bral tshe dbang rdo rje bshad sgrub 'phrin las,bo-x-ewts
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,Ponlob Jikdrel Tsewang Dorje ,en
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,Dzogchen Ponlob Jikdrel Tsewang Dorje ,en
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,Tubten Jigdrel Tsewang Dorje ,en
13152,P3AG42,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,Jikdrel Tsewang Dorje Shedrub Trinle ,en
13157,P3AG52,Gyakob Tulku Kunzang,rgya khob sprul sku kun bzang,sprul sku kun bzang,bo-x-ewts
13157,P3AG52,Gyakob Tulku Kunzang,rgya khob sprul sku kun bzang,Tulku Kunzang,en
13162,P3AG54,"The Third Gemang, Garwang Lerab Lingpa",dge mang 03 gar dbang las rab gling pa,dge mang 03 ,bo-x-ewts
13162,P3AG54,"The Third Gemang, Garwang Lerab Lingpa",dge mang 03 gar dbang las rab gling pa,sku zhabs dge mang 03 gar dbang las rab gling pa,bo-x-ewts
13162,P3AG54,"The Third Gemang, Garwang Lerab Lingpa",dge mang 03 gar dbang las rab gling pa,Kuzhab Gemang 03 Garwang Lerab Lingpa,en
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,dge mang 02,bo-x-ewts
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,gzhan phan chos kyi snang ba,bo-x-ewts
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,sku zhabs dge mang 02 thub dbang bstan pa'i nyi ma,bo-x-ewts
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,rgyal sras gzhan phan chos kyi snang ba,bo-x-ewts
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,Zhenpen Chokyi Nangwa,en
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,Gemang 02,en
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,Gyelse Zhenpen Chokyi Nangwa,en
13163,P3AG53,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,Kuzhab Gemang 02 Tubwang Tenpai Nyima,en
13166,P1PD102803,"The Eighth Tongkhor, Ngawang Dogyu Yonten Rabgye",stong 'khor 08 ngag dbang mdo rgyud yon tan rab rgyas,stong 'khor 08 ngag dbang mdo rgyud yon tan rab rgyas,bo-x-ewts
13167,P1PD102748,"The Seventh Tongkhor, Lobzang Dogyu Yeshe",stong 'khor 07 blo bzang mdo rgyud ye shes,blo bzang mdo rgyud ye shes bstan pa'i rgyal mtshan,bo-x-ewts
13167,P1PD102748,"The Seventh Tongkhor, Lobzang Dogyu Yeshe",stong 'khor 07 blo bzang mdo rgyud ye shes,Lobzang Dogyu Yeshe Tenpai Gyeltsen,en
13168,P1PD96458,"The Fourth Kirti, Lobzang Jamyang",kirti 04 blo bzang 'jam dbyangs,kirti 04 thogs med blo bzang 'jam dbyangs,bo-x-ewts
13168,P1PD96458,"The Fourth Kirti, Lobzang Jamyang",kirti 04 blo bzang 'jam dbyangs,thogs med blo bzang 'jam dbyangs,bo-x-ewts
13170,p3ag61,Tashi Wozer,bkra shis 'od zer,gcung bkra shis 'od zer,bo-x-ewts
13170,p3ag61,Tashi Wozer,bkra shis 'od zer,Chung Tashi Wozer,en
13173,P1KG4775,"The Sixth Tongkhor, Jampel Gendun Gyatso",stong 'khor 06 'jam dpal dge 'dun rgya mtsho,stong 'khor 06 'jam dpal dge 'dun rgya mtsho,bo-x-ewts
13178,P10MS14637,Tubten Lungrik Gyatso,thub bstan lung rigs rgya mtsho,gling bla sku chung thub bstan lung rigs rgya mtsho,bo-x-ewts
13178,P10MS14637,Tubten Lungrik Gyatso,thub bstan lung rigs rgya mtsho,gling bla sku chung rgya zil sprul sku thub bstan lung rigs rgya mtsho,bo-x-ewts
13178,P10MS14637,Tubten Lungrik Gyatso,thub bstan lung rigs rgya mtsho,Lingla Kuchung Gyazil Tulku Tubten Lungrik Gyatso,en
13178,P10MS14637,Tubten Lungrik Gyatso,thub bstan lung rigs rgya mtsho,Lingla Kuchung Tubten Lungrik,en
13179,P8LS12079,"The Third Taktser, Lobzang Khedrub Nyima",stag mtsher 03 blo bzang mkhas grub nyi ma,stag mtsher blo bzang mkhas grub nyi ma,bo-x-ewts
13179,P8LS12079,"The Third Taktser, Lobzang Khedrub Nyima",stag mtsher 03 blo bzang mkhas grub nyi ma,stag mtsher mkhan chen blo bzang mkhas grub nyi ma,bo-x-ewts
13179,P8LS12079,"The Third Taktser, Lobzang Khedrub Nyima",stag mtsher 03 blo bzang mkhas grub nyi ma,Taktser Lobzang Khedrub Nyima,en
13179,P8LS12079,"The Third Taktser, Lobzang Khedrub Nyima",stag mtsher 03 blo bzang mkhas grub nyi ma,Taktser Khenchen Lobzang Khedrub Nyima,en
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,thub bstan rang rig rgya mtsho,bo-x-ewts
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,mkhan sprul rtogs ldan rin po che thub bstan tshul khrims rgya mtsho,bo-x-ewts
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,rdzogs chen mkhan rabs 17,bo-x-ewts
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,rtogs ldan sku rabs 02,bo-x-ewts
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,Khentrul Tokden Rinpoche Tubten Tsultrim Gyatso,en
13181,P8LS12401,Tubten Tsultrim Gyatso,thub bstan tshul khrims rgya mtsho,Tubten Rangrik Gyatso,en
13182,P8LS12002,Lobpon Galeb,slob dpon sga leb,mkhas mchog sga leb pa,bo-x-ewts
13182,P8LS12002,Lobpon Galeb,slob dpon sga leb,bras spungs sgo mang grwa tshang gi mkhan thog 02,bo-x-ewts
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,byang chub rgyal mtshan,bo-x-ewts
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,slob dpon stag leb byang chub rgyal mtshan,bo-x-ewts
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,Jangchub Gyeltsen,en
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,slob dpon stag leb,bo-x-ewts
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,Lobpon Takleb,en
13183,P8LS12003,Takleb Jangchub Gyeltsen,stag leb byang chub rgyal tshan,Lobpon Takleb Jangchub Gyeltsen,en
13186,P10MS14669,Pema Trinle,pad+ma 'phrin las,rje btsun ma pad+ma 'phrin las,bo-x-ewts
13186,P10MS14669,Pema Trinle,pad+ma 'phrin las,Jetsun Pema Trinle,en
13187,P10MS14671,Derge Queen Tsewang Lhamo,sde dge rgyal mo tshe dbang lha mo,Derge Gyelmo,en
13187,P10MS14671,Derge Queen Tsewang Lhamo,sde dge rgyal mo tshe dbang lha mo,Derge Gyalmo,en
13188,P10MS14670,Gyelse Tsewang Gyurme,rgyal sras tshe dbang 'gyur med,Tsewang Gyurme,en
13189,P8LS12707,"The Eighth Dorje Drak Rigdzin, Kelzang Pema Wanggyel",rdo rje brag rig 'dzin 08 skal bzang pad+ma dbang rgyal,Kelzang Pema Wanggyel Dudul Dorje,en
13189,P8LS12707,"The Eighth Dorje Drak Rigdzin, Kelzang Pema Wanggyel",rdo rje brag rig 'dzin 08 skal bzang pad+ma dbang rgyal,skal bzang pad+ma dbang rgyal bdud 'dul rdo rje,bo-x-ewts
13190,P8LS12706,"The Seventh Dorje Drak Rigdzin, Ngawang Jampel Mingyur Lhundrub Dorje",rdo rje brag rig 'dzin 07 ngag dbang 'jam dpal mi 'gyur lhun grub rdo rje,jam dpal smin grol lhun grub rdo rje,bo-x-ewts
13190,P8LS12706,"The Seventh Dorje Drak Rigdzin, Ngawang Jampel Mingyur Lhundrub Dorje",rdo rje brag rig 'dzin 07 ngag dbang 'jam dpal mi 'gyur lhun grub rdo rje,Jampel Mindrol Lhundrub Dorje,en
13191,P8LS12705,"The Sixth Dorje Drak Rigdzin, Kunzang Gyurme Lhundrub",rdo rje brag rig 'dzin 06 kun bzang 'gyur med lhun grub,Kunzang Jigme Lhundrub Dorje,en
13191,P8LS12705,"The Sixth Dorje Drak Rigdzin, Kunzang Gyurme Lhundrub",rdo rje brag rig 'dzin 06 kun bzang 'gyur med lhun grub,kun bzang 'jigs med lhun grub rdo rje,bo-x-ewts
13191,P8LS12705,"The Sixth Dorje Drak Rigdzin, Kunzang Gyurme Lhundrub",rdo rje brag rig 'dzin 06 kun bzang 'gyur med lhun grub,Lobzang Gyurme Lhundrub Dorje,en
13191,P8LS12705,"The Sixth Dorje Drak Rigdzin, Kunzang Gyurme Lhundrub",rdo rje brag rig 'dzin 06 kun bzang 'gyur med lhun grub,blo bzang 'gyur med lhun grub rdo rje,bo-x-ewts
13195,P8LS12001,Drakpa Rinchen,grags pa rin chen,drung grags pa rin chen,bo-x-ewts
13195,P8LS12001,Drakpa Rinchen,grags pa rin chen,byang gling pa grags pa rin chen,bo-x-ewts
13195,P8LS12001,Drakpa Rinchen,grags pa rin chen,bras spungs sgo mang grwa tshang gi mkhan thog 01,bo-x-ewts
13195,P8LS12001,Drakpa Rinchen,grags pa rin chen,Janglingpa Drakpa Rinchen,en
13195,P8LS12001,Drakpa Rinchen,grags pa rin chen,Drungdrakpa Rinchen,en
13196,P10MS14674,Sonam Peldren,bsod nam dpal 'dren/,Gego,en
13196,P10MS14674,Sonam Peldren,bsod nam dpal 'dren/,ge god,bo-x-ewts
13198,P10MS16952,Takdra Lukong,stag sgra klu khong,Ngenlam Takdra Lukong,en
13198,P10MS16952,Takdra Lukong,stag sgra klu khong,ngan lam stag sgra klu khong,bo-x-ewts
13199,P2CZ7866,Nyima Gyeltsen,nyi ma rgyal mtshan,mkhan chen nyi ma rgyal mtshan,bo-x-ewts
13199,P2CZ7866,Nyima Gyeltsen,nyi ma rgyal mtshan,Khenchen Nyima Gyeltsen,en
13201,P8LS13152,"The Fourth Maṇipa, Lobzang Gyatso",ma Ni pa 04 blo bzang chos rgya mtsho,Fourth Dzongkar,en
13201,P8LS13152,"The Fourth Maṇipa, Lobzang Gyatso",ma Ni pa 04 blo bzang chos rgya mtsho,rdzong dkar 04,bo-x-ewts
13202,P8LS13149,"The Second Maṇipa, Lobzang Khechok",ma Ni pa 02 blo bzang mkhas mchog,Dzongkar Kuzhab Chenmo,en
13202,P8LS13149,"The Second Maṇipa, Lobzang Khechok",ma Ni pa 02 blo bzang mkhas mchog,rdzong dkar sku zhabs chen mo,bo-x-ewts
13203,P8LS13151,"The Third Maṇipa, Gendun Konchok Lobzang Tendzin",ma Ni pa 03 dge 'dun dkon mchog blo bzang bstan 'dzin,Third Dzongkar,en
13203,P8LS13151,"The Third Maṇipa, Gendun Konchok Lobzang Tendzin",ma Ni pa 03 dge 'dun dkon mchog blo bzang bstan 'dzin,rdzong dkar 03,bo-x-ewts
13204,P8LS12196,"The Second Pema Vajra, Demchok Dorje",pad+ma ba dz+ra 02 bde mchog rdo rje,mkhan sprul bde mchog rdo rje,bo-x-ewts
13204,P8LS12196,"The Second Pema Vajra, Demchok Dorje",pad+ma ba dz+ra 02 bde mchog rdo rje,Khentrul Demchok Dorje,en
13205,P2CZ7891,"The First Samding Dorje Pakmo, Chokyi Dronma",bsam sdings rdo rje phag mo 01 chos kyi sgron ma,a grol chos kyi sgrol ma,bo-x-ewts
13205,P2CZ7891,"The First Samding Dorje Pakmo, Chokyi Dronma",bsam sdings rdo rje phag mo 01 chos kyi sgron ma,dkon mchog chos kyi rgyal mo,bo-x-ewts
13205,P2CZ7891,"The First Samding Dorje Pakmo, Chokyi Dronma",bsam sdings rdo rje phag mo 01 chos kyi sgron ma,Konchok Chokyi Gyelmo,en
13205,P2CZ7891,"The First Samding Dorje Pakmo, Chokyi Dronma",bsam sdings rdo rje phag mo 01 chos kyi sgron ma,Adrol Chokyi Dronma,en
13220,P11MS155,Tagu Nyima Gyeltsen,sta gu nyi ma rgyal mtshan,Tagu Nyigyel,en
13220,P11MS155,Tagu Nyima Gyeltsen,sta gu nyi ma rgyal mtshan,sta gu nyi rgyal,bo-x-ewts
13222,P11MS157,Yungdrung Yeshe,g.yung drung ye shes,Gyelrong Yungdrung Yeshe,en
13222,P11MS157,Yungdrung Yeshe,g.yung drung ye shes,rgyal rong g.yung drung ye shes,bo-x-ewts
13227,P11MS246,"The Fifth Simda Dzogchen Tulku, Gyurme Pema Tekchok",srib mda' rdzogs chen sprul sku 05 'gyur med pad+ma theg mchog,srib mda' rdzogs chen sprul sku 05,bo-x-ewts
13227,P11MS246,"The Fifth Simda Dzogchen Tulku, Gyurme Pema Tekchok",srib mda' rdzogs chen sprul sku 05 'gyur med pad+ma theg mchog,Simda Dzogchen Tulku 05,en
13228,P11MS244,"The Third Simda Dzogchen Tulku, Gyurme Tekchok Tenpa Namgyel",srib mda' rdzogs chen sprul sku 03 'gyur med theg mchog bstan pa rnam rgyal,srib mda' rdzogs chen sprul sku 01,bo-x-ewts
13228,P11MS244,"The Third Simda Dzogchen Tulku, Gyurme Tekchok Tenpa Namgyel",srib mda' rdzogs chen sprul sku 03 'gyur med theg mchog bstan pa rnam rgyal,Simda Dzogchen Tulku 03,en
13229,P11MS245,"The Fourth Simda Dzogchen Tulku, Gyurme Sizhi Puntsok",srib mda' rdzogs chen sprul sku 04 'gyur med srid zhi phun 'tshogs,srib mda' rdzogs chen sprul sku 04 ,bo-x-ewts
